"","datasetName","decimalLatitude","decimalLongitude","Year","Month","individualCount","vernacularName","pa"
"284","NYSDEC aerial surveys",40.016421,-70.835451,"2018","05","1","basking shark",1
"285","NEFSC Right Whale Aerial Survey",44.00631,-67.82577,"2015","06","1","Basking shark",1
"286","NEFSC Right Whale Aerial Survey",41.82359,-69.61838,"2015","05","2","Basking shark",1
"287","NEFSC Aerial Circle-Back Abundance Survey 2004",42.052,-68.38722,"2004","07","1","basking shark",1
"288","NEFSC Right Whale Aerial Survey",42.50735,-70.05107,"2011","06","1","Basking shark",1
"289","NEFSC Right Whale Aerial Survey",43.10778,-68.90478,"2015","06","1","Basking shark",1
"290","NEFSC Right Whale Aerial Survey",42.406,-68.83767,"2000","07","1","Basking shark",1
"291","NEFSC Right Whale Aerial Survey",41.94354,-68.44127,"2016","06","1","Basking shark",1
"292","NEFSC Right Whale Aerial Survey",41.41088,-69.34351,"2016","05","1","Basking shark",1
"293","NEFSC Right Whale Aerial Survey",42.08569,-69.27328,"2014","06","1","Basking shark",1
"294","NEFSC Right Whale Aerial Survey",43.98142,-67.86183,"2005","09","1","Basking shark",1
"295","NEFSC Right Whale Aerial Survey",42.15317,-70.37033,"2005","09","3","Basking shark",1
"296","NEFSC Right Whale Aerial Survey",41.4724,-68.62365,"2008","07","1","Basking shark",1
"297","NEFSC Right Whale Aerial Survey",42.32268,-69.30742,"2009","07","1","Basking shark",1
"298","NEFSC Right Whale Aerial Survey",42.92367,-68.7755,"2000","06","1","Basking shark",1
"299","NEFSC Right Whale Aerial Survey",40.56693,-70.08969,"2004","06","1","Basking shark",1
"300","AMAPPS Northeast Aerial Cruise Fall 2012",42.456593,-69.876839,"2012","10","1","basking shark",1
"301","NEFSC Right Whale Aerial Survey",42.48494,-68.73564,"2009","08","1","Basking shark",1
"302","NEFSC Right Whale Aerial Survey",42.49763,-68.40586,"2015","05","1","Basking shark",1
"303","NEFSC Right Whale Aerial Survey",41.1885,-69.26947,"2002","06","1","Basking shark",1
"304","NEFSC Right Whale Aerial Survey",42.86301,-69.59994,"2015","05","1","Basking shark",1
"305","NEFSC Right Whale Aerial Survey",42.20117,-67.482,"2000","06","1","Basking shark",1
"306","NEFSC Right Whale Aerial Survey",41.85203,-69.33775,"2011","05","1","Basking shark",1
"307","NEFSC Right Whale Aerial Survey",41.6436,-69.536,"2002","07","2","Basking shark",1
"308","NEFSC Right Whale Aerial Survey",42.1708,-70.33746,"2009","05","1","Basking shark",1
"309","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2016",40.3435,-72.0809,"2017","05","1","basking shark",1
"310","NEFSC Right Whale Aerial Survey",42.09792,-70.42966,"2003","07","1","Basking shark",1
"311","NEFSC Right Whale Aerial Survey",41.83426,-69.03453,"2005","06","2","Basking shark",1
"312","NEFSC Right Whale Aerial Survey",42.64714,-69.29252,"2009","07","1","Basking shark",1
"313","NEFSC Right Whale Aerial Survey",43.38048,-68.03066,"2013","07","1","Basking shark",1
"314","NEFSC Right Whale Aerial Survey",41.52293,-68.86698,"2008","07","1","Basking shark",1
"315","NEFSC Right Whale Aerial Survey",41.91796,-68.4331,"2016","06","1","Basking shark",1
"316","NEFSC Right Whale Aerial Survey",42.77283,-70.13033,"2003","10","1","Basking shark",1
"317","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.6945,-71.7669,"2017","08","1","basking shark",1
"318","NEFSC Right Whale Aerial Survey",44.10083,-67.62955,"2006","07","1","Basking shark",1
"319","NEFSC Right Whale Aerial Survey",42.06604,-69.44381,"2014","05","1","Basking shark",1
"320","NEFSC Right Whale Aerial Survey",41.777,-68.806,"2006","07","1","Basking shark",1
"321","NEFSC Right Whale Aerial Survey",42.37983,-68.28408,"2009","07","1","Basking shark",1
"322","NYSDEC aerial surveys",40.07041,-72.116266,"2018","05","5","basking shark",1
"323","NEFSC Right Whale Aerial Survey",41.93628,-68.2217,"2009","06","1","Basking shark",1
"324","NEFSC Right Whale Aerial Survey",41.31325,-69.273,"2005","07","20","Basking shark",1
"325","NEFSC Right Whale Aerial Survey",41.64977,-69.68126,"2015","05","1","Basking shark",1
"326","NEFSC Right Whale Aerial Survey",42.2264,-69.926,"2008","10","1","Basking shark",1
"327","NEFSC Aerial Circle-Back Abundance Survey 2006",43.51,-69.13,"2006","08","1","basking shark",1
"328","NEFSC Twin Otter Aerial Survey 2008",42.007,-68.114,"2008","08","1","basking shark",1
"329","AMAPPS Northeast Aerial Cruise Spring 2017",41.379559,-67.007835,"2017","06","1","basking shark",1
"330","NEFSC Right Whale Aerial Survey",42.32406,-68.90651,"2016","05","1","Basking shark",1
"331","NEFSC Right Whale Aerial Survey",42.23845,-68.91351,"2014","06","1","Basking shark",1
"332","NEFSC Right Whale Aerial Survey",40.43867,-71.67636,"2005","07","1","Basking shark",1
"333","NEFSC Right Whale Aerial Survey",43.20577,-68.80492,"2009","10","1","Basking shark",1
"334","NEFSC Right Whale Aerial Survey",42.39029,-66.90731,"2012","06","1","Basking shark",1
"335","NEFSC Right Whale Aerial Survey",42.6966,-69.58732,"2015","06","1","Basking shark",1
"336","NEFSC Right Whale Aerial Survey",42.57656,-69.07935,"2012","07","1","Basking shark",1
"337","NEFSC Aerial Circle-Back Abundance Survey 2004",41.026,-71.43018,"2004","06","4","basking shark",1
"338","NEFSC Right Whale Aerial Survey",43.49715,-68.15205,"2013","07","1","Basking shark",1
"339","NEFSC Right Whale Aerial Survey",43.19212,-67.82364,"2015","06","1","Basking shark",1
"340","NEFSC Right Whale Aerial Survey",41.5939,-68.77094,"2002","06","1","Basking shark",1
"341","NEFSC Right Whale Aerial Survey",41.46989,-69.06458,"2002","07","30","Basking shark",1
"342","NEFSC Right Whale Aerial Survey",42.5108,-68.55847,"2014","06","1","Basking shark",1
"343","NEFSC Right Whale Aerial Survey",44.1229,-67.51225,"2007","10","1","Basking shark",1
"344","NEFSC Twin Otter Aerial Survey 2008",42.099,-69.989,"2008","08","1","basking shark",1
"345","NEFSC Right Whale Aerial Survey",42.125,-69.83512,"2004","06","1","Basking shark",1
"346","NEFSC Right Whale Aerial Survey",43.17173,-67.61562,"2015","06","2","Basking shark",1
"347","AMAPPS Northeast Aerial Cruise Summer 2016",43.388439,-69.796593,"2016","08","1","basking shark",1
"348","NEFSC Right Whale Aerial Survey",42.48228,-68.72647,"2014","06","1","Basking shark",1
"349","NEFSC Right Whale Aerial Survey",42.75944,-69.20508,"2015","06","1","Basking shark",1
"350","AMAPPS Northeast Shipboard Cruise Summer 2016",40.09171,-71.30174,"2016","06","1","basking shark",1
"351","NEFSC Right Whale Aerial Survey",41.263,-69.02016,"2005","07","1","Basking shark",1
"352","NEFSC Right Whale Aerial Survey",42.6488,-69.891,"2008","10","1","Basking shark",1
"353","NEFSC Right Whale Aerial Survey",41.76101,-69.06544,"2015","05","1","Basking shark",1
"354","NEFSC Right Whale Aerial Survey",42.3197,-69.04263,"2014","06","1","Basking shark",1
"355","NEFSC Right Whale Aerial Survey",43.4585,-69.036,"2003","06","1","Basking shark",1
"356","NEFSC Right Whale Aerial Survey",41.54231,-69.51747,"2003","07","1","Basking shark",1
"357","NEFSC Right Whale Aerial Survey",41.31672,-68.94227,"2009","07","1","Basking shark",1
"358","NEFSC Right Whale Aerial Survey",43.22194,-64.89127,"2014","07","1","Basking shark",1
"359","NEFSC Right Whale Aerial Survey",41.26687,-69.09603,"2008","07","1","Basking shark",1
"360","NEFSC Right Whale Aerial Survey",42.494,-68.36184,"2014","06","1","Basking shark",1
"361","AMAPPS Northeast Aerial Cruise Summer 2021",42.235985,-68.802712,"2021","08","1","Basking shark",1
"362","NEFSC Right Whale Aerial Survey",42.30187,-69.05005,"2014","06","1","Basking shark",1
"363","NEFSC Right Whale Aerial Survey",41.47308,-69.06367,"2014","06","1","Basking shark",1
"364","NEFSC Right Whale Aerial Survey",43.5731,-68.13328,"2013","07","1","Basking shark",1
"365","Visual sightings from Song of the Whale 1993-2013",41.27455,-68.93187,"2012","06","1","basking shark",1
"366","AMAPPS Northeast Aerial Cruise Spring 2017",42.428017,-67.40847,"2017","07","1","basking shark",1
"367","NEFSC Right Whale Aerial Survey",42.72835,-69.79416,"2011","06","1","Basking shark",1
"368","NEFSC Right Whale Aerial Survey",42.65417,-69.36083,"2000","06","1","Basking shark",1
"369","NEFSC Aerial Circle-Back Abundance Survey 2004",42.735,-67.91828,"2004","06","1","basking shark",1
"370","NEFSC Right Whale Aerial Survey",43.62202,-68.28249,"2013","07","1","Basking shark",1
"371","NEFSC Right Whale Aerial Survey",42.3055,-68.97367,"2006","07","1","Basking shark",1
"372","NEFSC Right Whale Aerial Survey",41.39734,-69.19143,"2015","05","1","Basking shark",1
"373","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.7403,-72.329,"2017","08","1","basking shark",1
"374","NEFSC Twin Otter Aerial Survey 2008",41.939,-69.789,"2008","08","1","basking shark",1
"375","NEFSC Right Whale Aerial Survey",42.18317,-69.51072,"2002","06","1","Basking shark",1
"376","NEFSC Right Whale Aerial Survey",41.38334,-69.09942,"2016","05","1","Basking shark",1
"377","NEFSC Right Whale Aerial Survey",41.3159,-68.98107,"2002","06","1","Basking shark",1
"378","AMAPPS Northeast Aerial Cruise Summer 2011",42.414436,-68.202744,"2011","08","1","basking shark",1
"379","USGS Patuxent Wildlife Research Center Seabirds Database",43.07867,-69.95,"2005","07","1","Basking Shark",1
"380","NEFSC Right Whale Aerial Survey",41.97329,-69.13086,"2011","05","1","Basking shark",1
"381","NEFSC Right Whale Aerial Survey",42.993,-69.2701,"2014","06","1","Basking shark",1
"382","NEFSC Right Whale Aerial Survey",42.23389,-69.52245,"2002","06","1","Basking shark",1
"383","NEFSC Right Whale Aerial Survey",41.84883,-68.07082,"2002","06","1","Basking shark",1
"384","NEFSC Right Whale Aerial Survey",42.12148,-69.06453,"2011","05","1","Basking shark",1
"385","AMAPPS Northeast Aerial Cruise Summer 2011",44.033394,-68.088547,"2011","08","1","basking shark",1
"386","NEFSC Right Whale Aerial Survey",42.49959,-68.5682,"2014","06","1","Basking shark",1
"387","NEFSC Right Whale Aerial Survey",42.43441,-69.97243,"2003","07","1","Basking shark",1
"388","NEFSC Right Whale Aerial Survey",42.99486,-69.59535,"2012","05","1","Basking shark",1
"389","NEFSC Right Whale Aerial Survey",42.2668,-68.43097,"2009","08","1","Basking shark",1
"390","NEFSC Right Whale Aerial Survey",43.34317,-67.61784,"2002","05","1","Basking shark",1
"391","NEFSC Right Whale Aerial Survey",42.07184,-69.30573,"2014","06","2","Basking shark",1
"392","AMAPPS Northeast Shipboard Cruise Summer 2016",40.26613,-69.03015,"2016","07","1","basking shark",1
"393","AMAPPS Northeast Aerial Cruise Fall 2012",40.71912,-70.11068,"2012","10","3","basking shark",1
"394","NEFSC Right Whale Aerial Survey",41.92745,-69.71968,"2015","05","1","Basking shark",1
"395","NEFSC Right Whale Aerial Survey",42.9185,-69.9115,"2000","06","1","Basking shark",1
"396","NEFSC Right Whale Aerial Survey",41.62194,-69.61332,"2002","06","1","Basking shark",1
"397","NEFSC Right Whale Aerial Survey",41.06101,-68.8282,"2006","05","1","Basking shark",1
"398","NEFSC Right Whale Aerial Survey",43.48793,-68.14238,"2013","07","1","Basking shark",1
"399","NEFSC Right Whale Aerial Survey",41.55214,-68.64129,"2016","05","1","Basking shark",1
"400","NEFSC Right Whale Aerial Survey",43.13277,-70.17947,"2011","06","1","Basking shark",1
"401","NEFSC Aerial Circle-Back Abundance Survey 2004",41.677,-68.03139,"2004","06","1","basking shark",1
"402","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.4247,-72.2673,"2017","08","1","basking shark",1
"403","NEFSC Right Whale Aerial Survey",41.66928,-68.87608,"2008","07","1","Basking shark",1
"404","NEFSC Right Whale Aerial Survey",42.01962,-69.51014,"2015","05","1","Basking shark",1
"405","NEFSC Right Whale Aerial Survey",43.48895,-68.59817,"2012","07","1","Basking shark",1
"406","NYSDEC aerial surveys",40.689,-72.199,"2017","05","1","basking shark",1
"407","AMAPPS Northeast Aerial Cruise Fall 2012",40.648117,-70.200508,"2012","10","1","basking shark",1
"408","NEFSC Right Whale Aerial Survey",42.2667,-69.03582,"2014","06","1","Basking shark",1
"409","NEFSC Right Whale Aerial Survey",42.20345,-68.74075,"2013","06","1","Basking shark",1
"410","NEFSC Right Whale Aerial Survey",42.60959,-67.72825,"2013","06","1","Basking shark",1
"411","NEFSC Right Whale Aerial Survey",41.44788,-68.94676,"2016","05","1","Basking shark",1
"412","NYSDEC aerial surveys",40.261427,-72.301369,"2017","05","1","basking shark",1
"413","NEFSC Right Whale Aerial Survey",41.53614,-69.23846,"2015","05","1","Basking shark",1
"414","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.7237,-72.3931,"2017","08","1","basking shark",1
"415","NEFSC Right Whale Aerial Survey",41.5484,-69.21035,"2015","05","1","Basking shark",1
"416",NA,42.09875,-70.38072,"2006","09","1","Basking shark",1
"417","NEFSC Right Whale Aerial Survey",43.04507,-69.64596,"2013","07","1","Basking shark",1
"418","NEFSC Right Whale Aerial Survey",41.38017,-69.27,"2004","07","1","Basking shark",1
"419","AMAPPS Northeast Aerial Cruise Summer 2021",42.077187,-67.529846,"2021","08","1","Basking shark",1
"420","NEFSC Right Whale Aerial Survey",43.61156,-68.32137,"2009","07","1","Basking shark",1
"421","NEFSC Right Whale Aerial Survey",42.0835,-67.6805,"2007","06","1","Basking shark",1
"422","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.6945,-71.7669,"2017","08","1","basking shark",1
"423","NEFSC Right Whale Aerial Survey",43.39108,-68.68294,"2005","07","1","Basking shark",1
"424","NEFSC Right Whale Aerial Survey",41.43564,-69.37288,"2014","06","1","Basking shark",1
"425","NEFSC Right Whale Aerial Survey",42.11644,-68.29278,"2012","07","1","Basking shark",1
"426","AMAPPS Northeast Aerial Cruise Summer 2016",41.841114,-69.451523,"2016","09","1","basking shark",1
"427","NEFSC Right Whale Aerial Survey",41.83856,-69.28022,"2003","06","10","Basking shark",1
"428","NEFSC Right Whale Aerial Survey",42.67909,-70.01357,"2011","06","1","Basking shark",1
"429","NEFSC Aerial Circle-Back Abundance Survey 2006",42.76,-70.44,"2006","08","1","basking shark",1
"430","Visual sightings from Song of the Whale 1993-2013",44.61128,-66.52158,"2005","08","1","basking shark",1
"431","NEFSC Right Whale Aerial Survey",42.13445,-68.34789,"2009","08","1","Basking shark",1
"432","NEFSC Right Whale Aerial Survey",42.05438,-68.53293,"2016","05","1","Basking shark",1
"433","NEFSC Right Whale Aerial Survey",41.15212,-69.14991,"2004","07","2","Basking shark",1
"434","NEFSC Right Whale Aerial Survey",41.97592,-68.18272,"2016","06","1","Basking shark",1
"435","NEFSC Right Whale Aerial Survey",41.9428,-69.26172,"2013","07","1","Basking shark",1
"436","NEFSC Right Whale Aerial Survey",41.48627,-68.67593,"2016","06","1","Basking shark",1
"437","NEFSC Right Whale Aerial Survey",42.24284,-68.20554,"2004","06","1","Basking shark",1
"438","NEFSC Right Whale Aerial Survey",42.25483,-68.4335,"2007","05","1","Basking shark",1
"439","NEFSC Right Whale Aerial Survey",42.79413,-69.80989,"2011","06","1","Basking shark",1
"440","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.536,-72.4296,"2017","08","1","basking shark",1
"441","NEFSC Right Whale Aerial Survey",43.17019,-67.61106,"2015","06","3","Basking shark",1
"442",NA,43.3013305664,-69.595085144,"2005","07",NA,NA,1
"443","NEFSC Right Whale Aerial Survey",42.83969,-69.42725,"2015","06","1","Basking shark",1
"444","NEFSC Right Whale Aerial Survey",41.24398,-70.38132,"2015","06","1","Basking shark",1
"445","NEFSC Right Whale Aerial Survey",42.16131,-68.06673,"2014","06","1","Basking shark",1
"446","NEFSC Right Whale Aerial Survey",41.77586,-69.16589,"2011","05","1","Basking shark",1
"447","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.3871,-72.2545,"2017","08","1","basking shark",1
"448","NEFSC Aerial Circle-Back Abundance Survey 2006",42.79,-70.48,"2006","08","1","basking shark",1
"449","NEFSC Right Whale Aerial Survey",43.58133,-69.37,"2006","10","1","Basking shark",1
"450","NEFSC Right Whale Aerial Survey",42.16242,-69.52146,"2003","05","1","Basking shark",1
"451","NEFSC Right Whale Aerial Survey",42.44401,-68.79007,"2014","06","1","Basking shark",1
"452","AMAPPS Northeast Aerial Cruise Spring 2017",42.259335,-67.121048,"2017","07","1","basking shark",1
"453","NEFSC Right Whale Aerial Survey",42.87103,-69.88983,"2011","06","1","Basking shark",1
"454","NEFSC Right Whale Aerial Survey",42.39611,-68.81065,"2014","06","1","Basking shark",1
"455","NEFSC Right Whale Aerial Survey",42.13677,-69.31818,"2014","06","1","Basking shark",1
"456","NEFSC Right Whale Aerial Survey",42.07317,-69.70064,"2008","07","1","Basking shark",1
"457","NEFSC Right Whale Aerial Survey",41.19893,-69.02635,"2002","06","2","Basking shark",1
"458","Visual sightings from Song of the Whale 1993-2013",43.98259,-67.59026,"2005","08","1","basking shark",1
"459","NEFSC Right Whale Aerial Survey",42.09392,-70.31141,"2003","07","1","Basking shark",1
"460","NEFSC Right Whale Aerial Survey",41.47697,-69.19124,"2009","06","1","Basking shark",1
"461","NEFSC Right Whale Aerial Survey",41.50863,-69.33758,"2016","06","1","Basking shark",1
"462","NEFSC Right Whale Aerial Survey",43.1377,-67.98359,"2015","06","1","Basking shark",1
"463","NEFSC Right Whale Aerial Survey",41.39604,-69.1441,"2014","06","1","Basking shark",1
"464","NEFSC Right Whale Aerial Survey",42.84923,-67.94712,"2012","05","1","Basking shark",1
"465","NEFSC Right Whale Aerial Survey",43.93048,-67.95949,"2014","07","1","Basking shark",1
"466","NEFSC Right Whale Aerial Survey",42.496,-69.06417,"2000","07","1","Basking shark",1
"467","NEFSC Aerial Circle-Back Abundance Survey 2006",43.56,-68.31,"2006","08","1","basking shark",1
"468","NEFSC Right Whale Aerial Survey",41.44771,-68.61813,"2004","07","1","Basking shark",1
"469","NEFSC Right Whale Aerial Survey",41.50866,-69.20573,"2008","06","1","Basking shark",1
